Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1758588645,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1758588646,5,MQTT,CONNECT,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588646,5,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588647,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588647,0,MQTT,DISCONNECT,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588647,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588648,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588648,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588648,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588649,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588649,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588649,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588650,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588650,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588650,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588651,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588651,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588651,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588652,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588652,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588652,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588653,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588653,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588653,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
1758588654,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,116.72377586364746,107.0711612701416,121.59442901611328,0.0
1758588654,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,880.0,880.1958084106445,879.8530101776123,880.4779052734375,0.0
1758588654,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,593.8937962055206,107.0711612701416,880.4779052734375,0.0
