Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1758588524,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1758588525,5,MQTT,CONNECT,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588525,5,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588526,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588526,0,MQTT,DISCONNECT,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
1758588526,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,595.6309139728546,102.77891159057617,884.5255374908447,0.0
1758588527,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588527,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
1758588527,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,595.6309139728546,102.77891159057617,884.5255374908447,0.0
1758588528,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588528,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
1758588528,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,595.6309139728546,102.77891159057617,884.5255374908447,0.0
1758588529,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588529,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
1758588529,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,595.6309139728546,102.77891159057617,884.5255374908447,0.0
1758588530,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588530,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
1758588530,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,595.6309139728546,102.77891159057617,884.5255374908447,0.0
1758588531,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588531,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
1758588531,0,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,8,0,880.0,595.6309139728546,102.77891159057617,884.5255374908447,0.0
1758588532,0,MQTT,CONNECT,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,115.21466573079427,102.77891159057617,123.53658676147461,0.0
1758588532,0,MQTT,DISCONNECT,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,5,0,883.1658363342285,883.8806629180908,883.1658363342285,884.5255374908447,0.0
